country1	country2	distance
philippines	mongolia	2486.8288598606246
greece	ethiopia	2361.0549431188774
malta	paraguay	6234.569014869191
denmark	svalbard	1538.6090236252146
thailand	gibraltar	6431.847105253713
peru	aruba	1608.7956166329934
oman	federated states of micronesia	6415.710216505795
bosnia and herzegovina	french guiana	5081.400885407548
gabon	french guiana	4483.940304754895
luxembourg	afghanistan	3214.8091198716884
bolivia	lithuania	7149.556414487265
bahamas	slovakia	5227.971813416664
tunisia	pitcairn islands	9919.338251969486
burundi	slovakia	3659.396570348969
macedonia	bassas da india	4514.421034278223
juan de nova island	svalbard	6629.209536080965
tanzania	ethiopia	989.1495405858236
el salvador	bassas da india	9027.184355315607
pakistan	turkey	2078.4033885339118
malawi	paraguay	5980.69577395397
malta	bassas da india	4292.071787467534
luxembourg	mongolia	4235.971866424028
libya	solomon islands	9673.066934798835
czech republic	mongolia	3917.582479596849
timor-leste	bassas da india	5744.421274745127
suriname	slovakia	5351.087328593491
central african republic	bassas da india	2337.147475076771
uzbekistan	lebanon	1615.2987061868726
gaza strip	lebanon	186.81920772596672
costa rica	gibraltar	5181.552786412134
mauritius	svalbard	6954.2958671800925
bahrain	lithuania	2458.9111420012096
algeria	slovakia	1676.7255295738516
coral sea islands	federated states of micronesia	1556.0937176655132
portugal	paraguay	5388.30161535129
south africa	mongolia	7197.771726259761
reunion	aruba	8804.126030659832
madagascar	svalbard	6856.398991400175
tokelau	turkey	9785.322497300594
burkina faso	jersey	2502.33504508844
oman	mongolia	3194.358458723141
estonia	solomon islands	8142.515108772032
tanzania	federated states of micronesia	8105.731295777421
chad	bassas da india	2880.9945028566467
belgium	solomon islands	9150.269672904495
qatar	afghanistan	1027.586065492856
guam	jersey	7658.771508847853
tunisia	bassas da india	4328.625700813505
bahamas	solomon islands	8645.93483811343
estonia	afghanistan	2562.349964280454
pakistan	lithuania	2855.5857205216994
western sahara	jersey	1782.2721901541845
falkland islands	gibraltar	6886.162926577242
oman	gibraltar	3859.4979750423845
gaza strip	turkey	528.3236132736372
tromelin island	afghanistan	3461.9107129572485
west bank	lithuania	1767.0800639316421
europa island	sweden	5993.12672417323
republic of the congo	lebanon	2760.8244574287537
curaçao	greenland	4305.399121594257
central african republic	afghanistan	3391.2028392341485
saint vincent and the grenadines	lebanon	6111.62748243418
trinidad and tobago	turkey	6053.150396754552
belgium	afghanistan	3306.83707360306
saint pierre and miquelon	paraguay	4825.668034873843
luxembourg	turkey	1585.9918132064433
ireland	paraguay	6043.492814985711
georgia	ethiopia	2373.0457788452977
sao tome and principe	jersey	3375.0311465221553
heard island and mcdonald islands	solomon islands	5611.432404980799
vietnam	aruba	10450.411390350397
brunei	svalbard	5981.192962308102
south africa	greenland	7704.649769702826
netherlands	turkey	1666.4995144549755
timor-leste	afghanistan	4870.873947377
libya	lithuania	2170.7510305893584
mauritania	federated states of micronesia	10396.027135059965
denmark	mongolia	3853.386980302928
gaza strip	slovakia	1421.9494000712882
puerto rico	sweden	4834.986395508651
fiji	aruba	7913.427882085079
belgium	aruba	4852.972860014312
tromelin island	greenland	7353.860964166995
bahrain	sweden	2975.4881387967293
glorioso islands	ethiopia	1492.214052629747
djibouti	slovakia	2888.3470442414073
coral sea islands	lebanon	8310.955344513623
colombia	greenland	4896.416112322966
saint vincent and the grenadines	pitcairn islands	5333.300197043255
united states	afghanistan	7309.123239108927
switzerland	aruba	5024.1874503824165
north korea	singapore	3040.732667301828
mali	jersey	2228.4576721641733
senegal	slovakia	3058.9420798426586
iraq	lebanon	474.3586889805316
turks and caicos islands	lebanon	6316.539046251274
uzbekistan	ethiopia	2813.442495850502
chile	slovakia	7763.341748417385
burkina faso	federated states of micronesia	10261.704179412613
turkmenistan	lebanon	1396.230249331019
isle of man	pitcairn islands	9029.521734658309
montserrat	svalbard	4975.123440533273
anguilla	turkey	5842.449940918277
republic of the congo	lithuania	3970.720039506956
finland	pitcairn islands	9538.916789160754
glorioso islands	afghanistan	3311.7384294746894
ireland	pitcairn islands	8906.522937786363
bulgaria	jersey	1359.5144081590468
latvia	lebanon	1679.9436784338839
sri lanka	turkey	3614.6331274773647
germany	gibraltar	1317.4352427270805
gaza strip	sweden	2282.907516918119
papua new guinea	turkey	7660.405017362818
burundi	lithuania	4125.080213485213
saint kitts and nevis	slovakia	4975.922337565244
united states	federated states of micronesia	7009.676778454294
philippines	sweden	5961.374605764522
chile	gibraltar	6243.9090968222245
french polynesia	lithuania	9479.914295680608
iran	afghanistan	760.1985230836254
indonesia	french guiana	11949.70097219279
colombia	bassas da india	7713.886520066431
netherlands	afghanistan	3228.7399472363963
georgia	aruba	6790.797449417178
hungary	lebanon	1228.7126544601292
mexico	paraguay	4340.016918810643
hungary	slovakia	117.466582812793
italy	turkey	1177.6845946615333
tanzania	bassas da india	1110.6052559127336
reunion	turkey	4366.682775073658
sao tome and principe	lebanon	2936.4059785807062
oman	lithuania	2950.1920182638323
cuba	gibraltar	4478.833596714285
armenia	mongolia	2987.811896506721
chad	svalbard	4353.008868067012
turkmenistan	mongolia	2280.1390539436793
wallis and futuna	turkey	9836.584051221704
macau	greenland	5812.144513852895
brazil	sweden	6199.359814333443
vietnam	gibraltar	6779.2188047391455
pakistan	singapore	2970.8893597948513
czech republic	solomon islands	8885.286941861563
switzerland	paraguay	6338.3318866328555
philippines	gibraltar	7611.890825431125
french southern and antarctic lands	sweden	7807.751066521706
moldova	lithuania	657.547495458376
bahrain	bassas da india	3355.137221251301
russia	bassas da india	6557.688352620805
tajikistan	gibraltar	4057.2014835088266
nicaragua	sweden	5745.435963684149
finland	paraguay	7461.512494074754
saint martin	mongolia	7946.963705671474
clipperton island	ethiopia	9852.106310096011
monaco	sweden	1299.2125872060678
jordan	afghanistan	1757.3313959972477
bahamas	aruba	887.3350960866725
united arab emirates	greenland	4730.179348677511
libya	paraguay	6016.8057552622095
peru	ethiopia	7937.897070917601
jamaica	svalbard	5092.66184501401
latvia	bassas da india	5485.013729264515
norway	sweden	162.14638957793377
chile	greenland	7202.898094335128
somalia	jersey	4165.211101860786
republic of the congo	gibraltar	2880.034244957262
coral sea islands	lithuania	8620.606550183313
isle of man	mongolia	4378.02365455217
jamaica	federated states of micronesia	8702.585466731794
isle of man	lebanon	2399.803397839516
tuvalu	lebanon	9441.498767596157
latvia	paraguay	7286.187492910883
philippines	lithuania	5779.404062939038
madagascar	lebanon	3791.5087395876853
vanuatu	sweden	8977.195269838121
china	afghanistan	2224.0793579472147
qatar	french guiana	6981.614514469381
italy	singapore	6203.161071923553
madagascar	sweden	5932.56476315077
suriname	gibraltar	3903.5677392119824
senegal	pitcairn islands	8241.821076091854
montserrat	solomon islands	9597.198910919282
montenegro	french guiana	5133.063016665213
mayotte	lebanon	3282.3067976763296
norway	slovakia	991.6025784105203
brazil	turkey	6647.7210989492305
ukraine	svalbard	2027.9093597376411
qatar	lithuania	2510.1849656789045
burkina faso	ethiopia	2736.4601671341593
faroe islands	french guiana	4645.625024759722
argentina	aruba	3236.696970068646
jordan	pitcairn islands	11496.188057504713
canada	singapore	8064.651870022668
germany	singapore	6286.319897907954
eritrea	jersey	3304.8555588832664
clipperton island	singapore	10028.18724695241
coral sea islands	solomon islands	848.9384377706069
saint martin	slovakia	4952.760052146703
cocos (keeling) islands	solomon islands	4231.053706974903
russia	slovakia	3122.1829039462655
central african republic	lithuania	3389.5559894774
europa island	pitcairn islands	9099.970484637002
jordan	french guiana	6016.998959017639
jamaica	lebanon	6766.828121826922
peru	lithuania	7176.177715949463
saint kitts and nevis	federated states of micronesia	9608.024002647579
marshall islands	afghanistan	6468.032482789515
south sudan	mongolia	5102.530844391322
gaza strip	singapore	4961.399019589899
el salvador	greenland	4482.4931328248695
indonesia	afghanistan	4398.841269921558
south korea	paraguay	11415.192202742553
bahamas	svalbard	4683.862446593133
haiti	afghanistan	7916.094090279453
liberia	ethiopia	3255.647741981074
eritrea	sweden	3454.631104118971
thailand	jersey	5966.692990687712
china	singapore	2325.1187060307716
british virgin islands	turkey	5903.23642239158
british indian ocean territory	turkey	3912.209146586835
morocco	bassas da india	4727.909965179261
nauru	singapore	4362.576887353658
guam	solomon islands	1775.64438915877
china	lithuania	3926.3389083934912
tromelin island	solomon islands	7022.741022044088
guam	afghanistan	5070.366634948603
portugal	gibraltar	273.88378913665156
iraq	afghanistan	1272.4758926770673
slovenia	federated states of micronesia	8019.739689341983
cocos (keeling) islands	lebanon	5102.541748588586
georgia	mongolia	2992.4107834439988
saint kitts and nevis	solomon islands	9556.020965720516
china	ethiopia	4603.196489228103
slovenia	aruba	5366.139529643639
cuba	lithuania	5463.532171623193
iran	svalbard	3331.989956257298
tokelau	slovakia	9619.243422495818
sri lanka	singapore	1617.942576974117
anguilla	afghanistan	7556.527244269533
indonesia	singapore	1201.5824363732916
south korea	federated states of micronesia	2699.239263619877
republic of the congo	paraguay	5111.5091671009195
curaçao	aruba	69.19397623387589
marshall islands	sweden	7238.731358752646
jamaica	ethiopia	7681.758795680507
hong kong	afghanistan	3013.7860756629707
eritrea	lebanon	1316.197135663439
wallis and futuna	singapore	5568.392489747067
germany	mongolia	4011.5438903761947
djibouti	pitcairn islands	11381.865487425544
macedonia	aruba	5744.608774739912
slovenia	slovakia	262.34003515747287
wallis and futuna	aruba	7488.645645568108
norfolk island	svalbard	8910.331114011646
tonga	afghanistan	8611.462097587733
bulgaria	svalbard	2422.2534686190584
maldives	lebanon	3192.96730661121
marshall islands	turkey	7861.064048232905
taiwan	french guiana	10460.484797050945
united states	singapore	9258.44036206001
north korea	federated states of micronesia	2875.144466392161
guernsey	afghanistan	3594.086947552628
curaçao	french guiana	1230.4587553785775
eritrea	slovakia	2575.7899025007478
nauru	jersey	9010.650601586925
palau	gibraltar	8513.265948371683
madagascar	gibraltar	5169.31695400814
iraq	svalbard	3192.717926755971
costa rica	paraguay	2879.2770366000723
nepal	jersey	4612.864891713137
reunion	bassas da india	1023.6265906898784
bolivia	gibraltar	5348.983347463025
poland	mongolia	3650.4939323882218
somalia	bassas da india	1976.058230405678
oman	turkey	1807.790794341333
heard island and mcdonald islands	aruba	8977.474959615463
christmas island	gibraltar	7814.12000677306
cote d'ivoire	sweden	3866.5682668949817
american samoa	ethiopia	10490.768454208428
norfolk island	turkey	9692.325975212192
monaco	aruba	4995.942040172027
kosovo	slovakia	426.4966366910751
luxembourg	solomon islands	9154.217484549697
new caledonia	gibraltar	11285.377646177807
faroe islands	pitcairn islands	8797.1827503682
georgia	paraguay	7837.652904316981
heard island and mcdonald islands	ethiopia	4687.978817681215
gabon	singapore	6361.6180746922655
tonga	gibraltar	11157.869429366785
peru	jersey	6031.9191277115715
norway	svalbard	1126.5930964280656
uganda	pitcairn islands	10485.42976024356
guatemala	bassas da india	9144.290090949711
bahamas	pitcairn islands	4958.529586027793
montserrat	greenland	3922.1374781691948
south korea	ethiopia	5859.004321283197
tonga	svalbard	8398.372403914402
mauritius	singapore	3466.4823212672495
mauritania	singapore	7850.548376824488
russia	turkey	3097.245768585026
belgium	lebanon	1980.9359567459262
laos	greenland	6007.883679075787
pakistan	gibraltar	4273.638652591773
malta	lithuania	1458.4994149408021
croatia	ethiopia	2898.4200821961304
bahrain	paraguay	7994.362191313712
gaza strip	mongolia	3809.253774986197
libya	turkey	1424.6960209259435
switzerland	gibraltar	1016.9710864837538
ukraine	federated states of micronesia	7263.745781917852
saint kitts and nevis	bassas da india	7426.149832556671
gaza strip	federated states of micronesia	7628.621484560581
central african republic	french guiana	5089.073266986232
angola	singapore	5921.953880285869
niue	bassas da india	9000.687672526685
sao tome and principe	slovakia	3376.4789138389183
kyrgyzstan	afghanistan	742.2219290054219
vatican city	afghanistan	2952.133070763805
martinique	bassas da india	7258.266911984715
cayman islands	turkey	6637.530659969871
guatemala	solomon islands	7741.297211625496
latvia	french guiana	5536.23729957084
nauru	gibraltar	9927.541462248055
south africa	lebanon	4456.933145302855
british virgin islands	paraguay	2900.3168300288007
equatorial guinea	french guiana	4348.194482592538
macedonia	mongolia	3946.740424624986
serbia	gibraltar	1487.5734575071065
barbados	lithuania	5217.415643822151
mozambique	gibraltar	4589.782280225722
colombia	ethiopia	7542.011148935529
uganda	afghanistan	3025.211983306824
finland	jersey	1456.1880950925918
iran	ethiopia	1917.8257134975938
costa rica	turkey	7260.785174278857
south korea	gibraltar	6550.494872988382
germany	paraguay	6597.609032305954
mauritius	afghanistan	3724.334521411584
mozambique	french guiana	6173.97944702005
guadeloupe	gibraltar	3690.824499938457
iran	gibraltar	3301.8321687903745
angola	paraguay	5035.38185291436
nepal	mongolia	1689.3726761374103
samoa	federated states of micronesia	2778.5302174449535
switzerland	ethiopia	3222.0470945776924
ecuador	sweden	6421.4837906503535
burkina faso	afghanistan	4464.730947895482
bonaire	svalbard	5369.01990566353
bonaire	bassas da india	7666.056625448517
belgium	svalbard	1920.6697635536493
brunei	paraguay	11068.335102265124
british indian ocean territory	lithuania	5072.363902462049
bermuda	greenland	2886.24999888971
kyrgyzstan	sweden	2822.466987723948
saint lucia	lithuania	5232.1843533454985
tonga	aruba	7474.438904050587
egypt	slovakia	1599.3568489580016
uzbekistan	jersey	3135.531678575814
mali	lebanon	2721.934356689122
christmas island	turkey	5675.040118068135
western sahara	pitcairn islands	8507.911532059083
croatia	greenland	2561.5747490676044
monaco	greenland	2490.1341440180654
thailand	lithuania	4822.943380088203
brunei	lithuania	5986.4358936550825
central african republic	svalbard	4905.750337006194
cuba	lebanon	6698.465196109237
south georgia and south sandwich islands	aruba	5190.428800582307
taiwan	mongolia	1761.7377003616007
indonesia	paraguay	10497.906940256033
faroe islands	svalbard	1249.219835241811
montserrat	lebanon	6023.133513214531
hungary	paraguay	6834.944124721715
saint lucia	slovakia	5068.6773154197035
spain	lithuania	1681.684939138078
bolivia	slovakia	6850.521047422817
uganda	svalbard	5272.797915403891
jordan	singapore	4861.5864476493025
portugal	singapore	7306.047806241512
french polynesia	federated states of micronesia	4853.83676676574
kuwait	greenland	4241.4675694362895
western sahara	solomon islands	11162.340624759596
tanzania	lebanon	2752.753265265334
belgium	greenland	1977.9257809403928
grenada	singapore	11072.016922824927
germany	federated states of micronesia	7921.7480790684895
bhutan	aruba	9378.85215934237
azerbaijan	slovakia	1478.3851623377677
cameroon	singapore	6332.167180101826
south africa	ethiopia	2743.802512968566
maldives	paraguay	8889.825467809449
samoa	jersey	9925.64449197995
bermuda	solomon islands	9172.433427321223
french southern and antarctic lands	turkey	6014.839050825369
malta	jersey	1241.0316810876277
uzbekistan	svalbard	2784.099875712814
brazil	french guiana	977.0500094998607
ireland	lebanon	2512.4626109945757
moldova	lebanon	977.2105215477168
cameroon	lithuania	3517.0539453666224
us minor outlying islands	ethiopia	10753.578722240627
india	french guiana	8661.435607674914
macedonia	solomon islands	8928.960737117359
qatar	turkey	1333.1975788787518
tajikistan	sweden	2802.71421133486
yemen	aruba	7744.739296406819
ecuador	jersey	5669.0948513016265
ukraine	turkey	701.7742574432724
laos	federated states of micronesia	3295.3672587477895
indonesia	turkey	6173.614283678619
vanuatu	lebanon	9173.584268853992
bhutan	gibraltar	5424.254825382881
saint vincent and the grenadines	singapore	11003.65804088839
eritrea	federated states of micronesia	7648.40251667354
qatar	slovakia	2341.218645032144
faroe islands	afghanistan	3690.667989279619
french southern and antarctic lands	svalbard	8587.647258298775
honduras	jersey	5186.471338907238
tajikistan	svalbard	3051.979143599392
kosovo	jersey	1196.2659138202348
tunisia	svalbard	3058.106862170907
sao tome and principe	solomon islands	10449.72263143606
czech republic	lithuania	571.2137698213098
cayman islands	solomon islands	8373.445946914277
guam	lithuania	6556.141592412271
vietnam	paraguay	11401.63705412702
bosnia and herzegovina	lebanon	1200.141570547351
western sahara	svalbard	3814.908842412359
macedonia	lebanon	933.6615841996547
nepal	paraguay	10051.12462121973
brunei	federated states of micronesia	2570.5192512282006
egypt	afghanistan	2182.735134583558
mali	aruba	4399.251071781422
malawi	slovakia	4386.322104299195
saint kitts and nevis	pitcairn islands	5393.914849833536
uganda	mongolia	5260.412226184176
heard island and mcdonald islands	slovakia	7690.113167859569
puerto rico	french guiana	1342.321080833191
honduras	turkey	7128.259150291413
europa island	solomon islands	7787.459328003733
palau	slovakia	6990.847475908989
british virgin islands	ethiopia	6850.902972031512
tunisia	gibraltar	823.9885849832907
georgia	bassas da india	4388.390426606664
macedonia	afghanistan	2462.0399054898908
serbia	mongolia	3903.810601271429
barbados	turkey	5881.747542335263
netherlands	greenland	1910.4991538085346
san marino	turkey	1207.555325317264
french southern and antarctic lands	jersey	7617.488501664055
nepal	turkey	2891.975182116567
nauru	turkey	8408.649331198565
republic of the congo	svalbard	5461.554436541205
tromelin island	paraguay	7140.461135205948
us minor outlying islands	svalbard	6640.625077430593
papua new guinea	ethiopia	7571.480830265899
greece	aruba	5781.359795035091
martinique	turkey	5892.710008334971
nepal	lithuania	3489.205859541776
yemen	svalbard	4418.705833795461
malta	afghanistan	2910.499741503163
heard island and mcdonald islands	jersey	8308.327253477624
french polynesia	mongolia	8154.252327069714
honduras	greenland	4363.412325379736
moldova	ethiopia	2746.5217315269215
denmark	lithuania	539.9840451582378
tokelau	greenland	7642.436775424327
curaçao	federated states of micronesia	9380.992894558492
cocos (keeling) islands	greenland	7926.431370853941
bolivia	afghanistan	9207.919702679234
saint barthelemy	french guiana	1168.2635693066998
taiwan	afghanistan	3359.6917462726014
estonia	mongolia	3231.85594482812
west bank	slovakia	1432.9551191397343
mayotte	french guiana	6829.116161523442
netherlands	jersey	410.96462420429776
bulgaria	french guiana	5424.252398467266
trinidad and tobago	aruba	615.2997631574258
turkmenistan	french guiana	7234.0265372491485
el salvador	pitcairn islands	3862.2583769766024
saint martin	afghanistan	7563.984481990529
togo	ethiopia	2519.290554563721
philippines	paraguay	11746.308303637448
estonia	lebanon	1796.4661816332182
egypt	jersey	2294.3980644504754
fiji	mongolia	6333.725124196141
yemen	solomon islands	7791.188593190104
bangladesh	lithuania	3936.70107533419
jamaica	jersey	4616.610073831438
pakistan	french guiana	8002.810985724373
serbia	turkey	795.0600104001583
czech republic	turkey	1223.1085292394898
somalia	solomon islands	7708.075828245408
tonga	singapore	5680.078896155724
macau	solomon islands	3715.18233488604
ascension	gibraltar	3598.6779816337466
central african republic	paraguay	5715.099620074157
luxembourg	slovakia	605.675598812741
mali	lithuania	3067.295013510931
swaziland	pitcairn islands	8668.560641871007
madagascar	paraguay	6576.088030172499
oman	svalbard	4120.158921672299
oman	jersey	3747.750300189645
netherlands	svalbard	1797.3551656130176
kosovo	lithuania	936.5792293647407
norway	jersey	998.1382944548435
portugal	jersey	731.0052212802252
saint barthelemy	mongolia	7956.530453117049
british indian ocean territory	greenland	7074.346647982771
somalia	turkey	2425.875510387185
south georgia and south sandwich islands	mongolia	10519.82759288587
san marino	slovakia	470.03153995391244
saint kitts and nevis	aruba	586.076668019524
swaziland	sweden	6183.254739944684
vietnam	slovakia	5309.744043182604
juan de nova island	gibraltar	4832.385904649877
belarus	afghanistan	2323.1398663901637
estonia	singapore	5705.2729519027935
burundi	mongolia	5680.161059123095
tanzania	afghanistan	3375.309046520794
cuba	pitcairn islands	4699.337979211715
hong kong	aruba	10019.515637264725
tokelau	federated states of micronesia	2677.5754499448503
portugal	greenland	2499.8408172488707
tajikistan	singapore	3322.138076607258
vietnam	turkey	4613.162609249991
ukraine	mongolia	3278.989939700479
united states	slovakia	5249.975063819156
luxembourg	sweden	911.0871363405255
greece	pitcairn islands	10551.709580932515
tuvalu	ethiopia	9701.077890873361
peru	pitcairn islands	3687.50201399048
grenada	afghanistan	7790.407891745226
algeria	mongolia	5380.058045659362
samoa	bassas da india	9181.76796656854
vietnam	pitcairn islands	8667.052287814391
tajikistan	lithuania	2425.4499871353573
india	paraguay	9547.24845563401
vatican city	turkey	1193.1251966378186
saint lucia	singapore	10954.191680722293
bhutan	afghanistan	1506.9817542675535
glorioso islands	aruba	8209.114619497323
coral sea islands	svalbard	7952.736750748422
south georgia and south sandwich islands	ethiopia	5961.270825126242
philippines	federated states of micronesia	2118.2779111909144
germany	turkey	1454.0043870290838
united arab emirates	sweden	3190.5206807132085
central african republic	greenland	5158.270148466411
tuvalu	sweden	8607.224086440723
monaco	svalbard	2392.9138961733906
cote d'ivoire	federated states of micronesia	10614.824376331435
haiti	pitcairn islands	4929.19856412227
taiwan	aruba	9808.399394799282
turkmenistan	paraguay	8678.055938623378
latvia	jersey	1235.6347592005798
kosovo	svalbard	2447.2108929476794
pakistan	paraguay	9211.6045111813
senegal	mongolia	6825.46276444259
finland	aruba	5622.142923411721
vietnam	mongolia	2067.7621291503765
finland	mongolia	3122.9638073418537
tajikistan	greenland	4088.4110606417025
new caledonia	svalbard	8373.58070626812
faroe islands	lithuania	1164.7968147482482
norfolk island	paraguay	7719.1129188875875
angola	french guiana	5037.350372002556
laos	gibraltar	6554.8895317355855
ghana	jersey	2847.800369987953
coral sea islands	french guiana	10563.526518634566
mozambique	turkey	3959.6684088634042
germany	afghanistan	3025.1919188495553
costa rica	singapore	11485.664852027732
malta	solomon islands	9487.544050517023
united kingdom	lithuania	1110.425425288028
saint pierre and miquelon	jersey	2456.5949455930877
belgium	jersey	293.47890972662003
saint barthelemy	bassas da india	7443.174883726293
us minor outlying islands	turkey	9147.166173497466
montserrat	paraguay	2760.6453031500496
guernsey	jersey	27.14271435222513
sao tome and principe	pitcairn islands	9129.429817195118
united kingdom	singapore	6855.873848311815
chile	mongolia	11310.432854045694
europa island	turkey	4256.448643023445
barbados	bassas da india	7131.5312169196295
latvia	svalbard	1455.7102128200127
mauritius	mongolia	5456.428885374593
montenegro	gibraltar	1383.284985753525
poland	solomon islands	8618.400718235682
tuvalu	slovakia	9360.750487147976
sint maarten	mongolia	7949.324321945395
cape verde	gibraltar	1802.4358442879538
mayotte	ethiopia	1521.1938101082153
spain	pitcairn islands	9184.92664609051
comoros	bassas da india	706.2525090155038
mauritius	slovakia	5311.6649264931575
nicaragua	mongolia	8312.957827339307
wallis and futuna	svalbard	7931.342776856802
djibouti	aruba	7518.098810431281
sierra leone	solomon islands	11786.286542170132
portugal	french guiana	3726.7399348899503
saint martin	pitcairn islands	5403.3233439948135
tajikistan	paraguay	9265.935029758133
angola	gibraltar	3702.786750526257
american samoa	federated states of micronesia	2926.355543670099
egypt	federated states of micronesia	7981.520855960722
guernsey	solomon islands	9367.601059103321
heard island and mcdonald islands	french guiana	7884.64620816043
kenya	bassas da india	1553.0872395957656
ashmore and cartier islands	singapore	1643.8962123227832
jordan	slovakia	1495.1072568008171
american samoa	greenland	7968.802458905764
gabon	paraguay	4906.149481581494
guam	french guiana	10724.330484593871
nepal	lebanon	2857.7427469566046
mali	mongolia	6241.992098026529
democratic republic of the congo	ethiopia	1052.161937440068
kyrgyzstan	solomon islands	6270.587097361934
burkina faso	bassas da india	3694.987597194877
laos	pitcairn islands	8885.062082531462
kuwait	bassas da india	3558.547178686659
central african republic	sweden	3812.45005775125
tajikistan	aruba	8080.182082678197
mexico	lithuania	6133.76787027495
oman	ethiopia	1553.3273494527396
united kingdom	sweden	882.8794058523513
georgia	lithuania	1301.2767893673995
peru	greenland	5897.170185534166
united arab emirates	aruba	7891.9728773195675
new caledonia	bassas da india	7730.930234697568
tokelau	bassas da india	9442.256516037538
costa rica	mongolia	8527.477428264316
belize	solomon islands	7844.754410556735
anguilla	ethiopia	6761.573076044685
india	mongolia	2395.849676501658
croatia	aruba	5389.335718498603
guadeloupe	paraguay	2722.264309608617
french southern and antarctic lands	greenland	9370.300119000174
nicaragua	singapore	11275.213223049583
montserrat	gibraltar	3706.199002685358
south korea	svalbard	3966.128348566617
bangladesh	ethiopia	3603.3538592623936
western sahara	bassas da india	4798.2298635908255
saint pierre and miquelon	aruba	2501.2343521298376
togo	pitcairn islands	9022.63123089909
madagascar	french guiana	6961.595436580378
british indian ocean territory	aruba	9807.270886662236
martinique	lebanon	6038.756055936463
macedonia	lithuania	982.9176817273969
french southern and antarctic lands	gibraltar	7108.911016858746
tromelin island	french guiana	7450.69947039548
laos	turkey	4387.296036354492
united arab emirates	lebanon	1288.6721888499765
mauritius	turkey	4355.5747724932235
morocco	ethiopia	3215.1095596203645
marshall islands	gibraltar	9210.589426107903
guernsey	ethiopia	3693.766963828012
norfolk island	federated states of micronesia	2579.0948477802376
maldives	mongolia	3528.7469180919875
western sahara	lebanon	3002.5606916341944
armenia	sweden	1967.6243819573576
brunei	french guiana	11402.50518715952
azerbaijan	greenland	3530.9263414853617
west bank	turkey	511.11558737148135
suriname	solomon islands	10016.863266600429
ascension	aruba	4810.902619486626
liberia	aruba	4133.45264472136
bonaire	paraguay	2528.646917960494
sierra leone	mongolia	7016.425805279631
somalia	paraguay	7396.0889751243585
poland	lebanon	1481.9032114789643
qatar	gibraltar	3390.3755669898214
finland	lithuania	556.9773163431358
tunisia	solomon islands	9816.348764468092
hong kong	french guiana	10426.469273549677
papua new guinea	pitcairn islands	5599.764576502042
bulgaria	greenland	2896.0759642817443
united states	paraguay	5067.198595582709
samoa	gibraltar	10691.432934556387
hong kong	jersey	6143.168680683066
nepal	solomon islands	5578.398059451503
ukraine	jersey	1529.9916126669243
south sudan	jersey	3400.3566757752105
finland	turkey	1761.4330538257277
italy	mongolia	4282.320947351051
georgia	pitcairn islands	11211.067970272718
argentina	federated states of micronesia	9382.743187628172
vanuatu	federated states of micronesia	1776.8470682466357
ukraine	afghanistan	2063.5159891921967
cuba	federated states of micronesia	8487.624028885646
cyprus	pitcairn islands	11217.785419441056
seychelles	svalbard	5860.787761094361
tromelin island	jersey	5664.454923825729
montserrat	french guiana	1079.4456911920759
uruguay	greenland	7295.992585621351
tanzania	turkey	3113.2774553832483
ashmore and cartier islands	svalbard	7247.937004986899
argentina	pitcairn islands	3954.7240719260813
uzbekistan	lithuania	2024.3011961715831
western sahara	gibraltar	908.4025613683481
bahamas	bassas da india	8370.876667182582
juan de nova island	afghanistan	3784.953316742442
azerbaijan	lithuania	1507.5381716401944
cuba	french guiana	2167.034769360155
guernsey	greenland	1936.8794218362912
kosovo	lebanon	1004.509000344257
puerto rico	slovakia	5099.53264463404
central african republic	singapore	5713.188551454031
brunei	solomon islands	3175.183808743239
cuba	afghanistan	8007.969771464911
egypt	paraguay	6809.098409258241
uruguay	svalbard	8248.139714194953
bermuda	lebanon	5546.61235744665
us minor outlying islands	sweden	7744.051255397229
croatia	mongolia	4079.4395336434727
kyrgyzstan	federated states of micronesia	5314.672241869728
oman	pitcairn islands	11905.19072312216
brunei	gibraltar	7661.50084183198
portugal	federated states of micronesia	9108.40090310796
seychelles	pitcairn islands	10351.891771092052
libya	federated states of micronesia	8773.694734225337
canada	bassas da india	9016.22815262461
mali	afghanistan	4443.192591145919
barbados	svalbard	5178.856857662932
senegal	greenland	4147.5408657332355
west bank	french guiana	5970.6122072755925
belize	turkey	7113.490428370715
juan de nova island	french guiana	6676.480386202396
nicaragua	slovakia	6187.555680318216
gaza strip	afghanistan	1845.1055302768405
us minor outlying islands	pitcairn islands	3030.917117093496
iran	paraguay	8230.7486773757
kyrgyzstan	greenland	4028.5287259481192
bahrain	french guiana	6929.7554305082795
macau	afghanistan	2981.3381099688613
tromelin island	sweden	5792.104384454888
malta	federated states of micronesia	8497.031163288702
sao tome and principe	federated states of micronesia	9985.83935093721
liberia	singapore	7805.2119773568
saint vincent and the grenadines	bassas da india	7235.568498583331
uzbekistan	afghanistan	613.0594948621277
israel	greenland	3835.5241151952673
malta	turkey	1140.9313208250608
cuba	solomon islands	8438.498595745643
saint pierre and miquelon	singapore	8895.27356815142
somalia	singapore	3858.967063736027
mozambique	lithuania	5170.248128424393
south africa	singapore	5537.958624571732
bahrain	afghanistan	1048.485558673703
uganda	greenland	5728.296010457749
us minor outlying islands	singapore	6492.289214422138
